Date,Open,High,Low,Settle,Change,Wave,Volume,Prev. Day Open Interest,EFP Volume,EFS Volume,Block Volume
05/08/2016,1.3095,1.3222,1.3006,1.317,-0.0089,1.309,3285,2606,,,350
04/08/2016,1.2801,1.3267,1.2722,1.3259,0.0384,1.2955,2874,2926,,,1150
03/08/2016,1.2707,1.2965,1.2694,1.2875,0.0285,1.284,3672,2622,,,544
02/08/2016,1.2813,1.2952,1.2514,1.259,0.0011,1.2692,3695,2915,,,250
01/08/2016,1.2857,1.2857,1.2512,1.2579,-0.0496,1.2595,3204,2330,,,400
29/07/2016,1.2875,1.3096,1.2875,1.3075,0.0083,1.3027,1571,2359,,,350
28/07/2016,1.3028,1.3045,1.275,1.2704,-0.0246,1.2963,60,1662,,,
27/07/2016,1.3188,1.3188,1.2918,1.295,-0.031,1.3049,846,2160,,,400
26/07/2016,1.3163,1.3301,1.3163,1.326,0.0032,1.3242,1303,2843,,,355
25/07/2016,1.347,1.347,1.3202,1.3228,-0.0342,1.3241,2093,3316,,,150
22/07/2016,1.3717,1.3717,1.3438,1.357,-0.0137,1.3558,787,3479,,,250
21/07/2016,1.403,1.403,1.3693,1.3707,-0.0347,1.3838,851,3603,,,300
20/07/2016,1.3727,1.4176,1.3711,1.4054,0.0213,1.3929,1486,3791,,,193
19/07/2016,1.397,1.4049,1.3781,1.3841,0.0063,1.3867,1388,3948,,,200
18/07/2016,1.3945,1.3945,1.3664,1.3778,-0.0196,1.3759,1599,4090,,,350
15/07/2016,1.418,1.4227,1.3945,1.3974,-0.009,1.4004,1617,3916,,,245
14/07/2016,1.3914,1.4107,1.3914,1.4064,0.0255,1.4021,2487,4097,,,300
13/07/2016,1.442,1.442,1.3785,1.3809,-0.0823,1.3859,2716,3640,,,698
12/07/2016,1.4632,1.4693,1.4473,1.4632,0.0469,1.4606,2366,3564,,,500
11/07/2016,1.4247,1.4249,1.4113,1.4163,0.004,1.4167,3018,4223,,,350
08/07/2016,1.4183,1.425,1.4092,1.4123,0.0017,1.4167,2860,3730,,,150
07/07/2016,1.4958,1.5015,1.4041,1.4106,-0.0605,1.4542,3488,3450,,,298
06/07/2016,1.4425,1.4745,1.4362,1.4711,0.0255,1.4631,2819,3674,,,1303
05/07/2016,1.4637,1.4642,1.4423,1.4456,-0.0539,1.4537,2667,2915,,,200
04/07/2016,1.5109,1.5109,1.5109,1.4995,-0.012,1.5109,65,2954,,,
01/07/2016,1.4822,1.522,1.4748,1.5115,0.0228,1.4944,1930,2921,,,347
30/06/2016,1.5171,1.5188,1.487,1.4887,-0.0576,1.5015,1694,3062,,,302
29/06/2016,1.4859,1.526,1.4848,1.5335,0.0624,1.5128,130,2120,,,
28/06/2016,1.4601,1.4777,1.4438,1.4711,0.0419,1.4608,774,2381,,,50
27/06/2016,1.4284,1.4341,1.4199,1.4292,-0.0261,1.4282,563,2528,,,100
24/06/2016,1.4567,1.4742,1.4535,1.4553,-0.0653,1.4616,1045,2561,,,353
23/06/2016,1.5213,1.5215,1.5028,1.5206,0.0158,1.518,1017,3520,,,1203
22/06/2016,1.5307,1.5321,1.4876,1.5048,-0.0119,1.5084,1686,3690,,,95
21/06/2016,1.4957,1.5196,1.4938,1.5167,-0.0107,1.5094,719,3749,,,50
20/06/2016,1.514,1.5274,1.5064,1.5274,0.0457,,575,3749,,,150
17/06/2016,1.4598,1.488,1.4566,1.4817,0.0588,,605,3624,,,99
16/06/2016,1.4616,1.4641,1.4183,1.4229,-0.0549,,786,3934,,,250
15/06/2016,1.4802,1.4984,1.4691,1.4778,-0.0242,,811,3986,,,150
14/06/2016,1.4949,1.5022,1.4924,1.502,-0.0125,,394,4036,,,400
13/06/2016,1.5201,1.5201,1.5062,1.5145,-0.0015,,1204,4065,,,50
10/06/2016,1.5278,1.5278,1.513,1.516,-0.0352,,1275,3830,,,50
09/06/2016,1.5509,1.5545,1.5495,1.5512,-0.0193,,1637,3772,,,50
08/06/2016,1.5612,1.5736,1.5602,1.5705,0.029,,1849,4060,,,150
07/06/2016,1.5249,1.5434,1.5249,1.5415,0.0384,,1324,4026,,,300
06/06/2016,1.5062,1.5071,1.4959,1.5031,0.015,,1380,4670,,,1100
03/06/2016,1.4996,1.508,1.486,1.4881,-0.0207,,878,4654,,,100
02/06/2016,1.5064,1.5134,1.488,1.5088,0.0099,,2019,4515,,,
01/06/2016,1.4704,1.5058,1.4704,1.4989,0.0018,,1427,5033,,,900
31/05/2016,1.5052,1.5284,1.4902,1.4971,-0.0236,,766,5079,,,
30/05/2016,1.5207,1.5207,1.5207,1.5207,0.0192,,98,5129,,,
27/05/2016,1.4878,1.506,1.4878,1.494,-0.0073,,131,1564,,,
26/05/2016,1.5159,1.5159,1.4922,1.5013,-0.0114,,859,1925,,,
25/05/2016,1.4995,1.5138,1.4939,1.5127,0.024,,700,2005,,,202
24/05/2016,1.4785,1.5073,1.4785,1.4887,0.0112,,781,2125,,,50
23/05/2016,1.4827,1.4847,1.4663,1.4775,-0.0125,,1192,1858,,,904
20/05/2016,1.4741,1.4993,1.4702,1.49,0.0112,,1741,1761,,,100
19/05/2016,1.4522,1.4797,1.4472,1.4788,-0.0043,,1217,1877,,,
18/05/2016,1.4603,1.5185,1.4603,1.4831,0.0157,,2050,2365,,,373
17/05/2016,1.4544,1.4725,1.4514,1.4674,0.0273,,1184,2385,,,
16/05/2016,1.4293,1.4491,1.4293,1.4401,0.037,,989,2452,,,
13/05/2016,1.3865,1.4041,1.3847,1.4031,0.0091,,1154,2451,,,
12/05/2016,1.3828,1.3957,1.3686,1.394,-0.0027,,931,2539,,,200
11/05/2016,1.3451,1.3957,1.3377,1.3967,0.0592,,817,2686,,,
10/05/2016,1.3015,1.3436,1.3015,1.3375,0.0512,,1269,2724,,,
09/05/2016,1.3169,1.3183,1.2831,1.2863,-0.051,,977,4400,,,774
06/05/2016,1.3225,1.3417,1.3225,1.3373,0.0086,,1228,4686,,,200
05/05/2016,1.374,1.374,1.327,1.3287,0.0005,,1175,4886,,,145
04/05/2016,1.3543,1.3543,1.3144,1.3282,-0.0052,,1205,5126,,,250
03/05/2016,1.3378,1.3503,1.3266,1.3334,-0.0221,,1322,4996,,,50
02/05/2016,1.3848,1.3848,1.3543,1.3555,-0.0305,,2230,4290,,,50
29/04/2016,1.3943,1.3943,1.3821,1.386,-0.0217,,1903,4450,,,350
28/04/2016,1.3871,1.3893,1.3871,1.4046,0.0251,,455,1750,,,
27/04/2016,1.3651,1.3831,1.3471,1.3795,0.047,,572,2316,,,200
26/04/2016,1.3223,1.3369,1.3157,1.3325,0.0422,,905,2315,,,152
25/04/2016,1.3192,1.3198,1.2893,1.2903,-0.0186,,810,2399,,,200
22/04/2016,1.3089,1.3332,1.3088,1.3089,0.0091,,624,2284,,,209
21/04/2016,1.3289,1.3289,1.2987,1.2998,-0.0324,,1224,2512,,,247
20/04/2016,1.2555,1.3328,1.2513,1.3322,0.069,,1655,2638,,,369
19/04/2016,1.2478,1.2694,1.2454,1.2632,0.0273,,914,2660,,,138
18/04/2016,1.2226,1.2409,1.2207,1.2359,0.0037,,939,2719,,,150
15/04/2016,1.2156,1.2408,1.2085,1.2322,-0.0221,,1833,2982,,,150
14/04/2016,1.2703,1.2703,1.2515,1.2543,-0.0113,,1430,2980,,,189
13/04/2016,1.2772,1.2857,1.2648,1.2656,-0.0103,,1988,2901,,,259
12/04/2016,1.2397,1.2792,1.2382,1.2759,0.0612,,1667,2689,,,350
11/04/2016,1.2091,1.2203,1.2091,1.2147,0.0143,,1323,2525,,,200
08/04/2016,1.1802,1.206,1.1796,1.2004,0.0747,,2407,1971,,,350
07/04/2016,1.1542,1.1542,1.1108,1.1257,-0.0146,,2256,1887,,,197
06/04/2016,1.0937,1.1414,1.0905,1.1403,0.0657,,1857,1804,,,350
05/04/2016,1.0786,1.0828,1.0672,1.0746,-0.0143,,1470,1729,,,200
04/04/2016,1.123,1.123,1.0871,1.0889,-0.0428,,1510,1768,,,150
01/04/2016,1.1617,1.1617,1.1325,1.1317,-0.0538,,3239,2044,,,241
31/03/2016,1.1963,1.1971,1.1837,1.1855,0.0134,,1129,2111,,,50
30/03/2016,1.1749,1.1749,1.1749,1.1597,0.0042,,151,1399,,,
29/03/2016,1.1531,1.1644,1.1478,1.1555,-0.0246,,619,1817,,,306
28/03/2016,1.1888,1.1888,1.1724,1.1801,,,281,1797,,,127
24/03/2016,1.1944,1.2079,1.1848,1.1979,-0.0061,,727,1824,,,202
23/03/2016,1.2349,1.2349,1.2033,1.204,-0.0481,,1398,1923,,,150
22/03/2016,1.2394,1.2534,1.2392,1.2521,0.0147,,1548,2720,,,1120
21/03/2016,1.2428,1.2541,1.2331,1.2374,-0.0017,,1148,2715,,,275
18/03/2016,1.2593,1.27,1.2403,1.2391,-0.0154,,1606,3562,,,1097
17/03/2016,1.2455,1.2532,1.2444,1.2545,0.0233,,1201,3563,,,50
16/03/2016,1.2157,1.2305,1.2157,1.2312,0.0535,,1805,3451,,,250
15/03/2016,1.1732,1.1866,1.1624,1.1777,-0.0188,,529,3508,,,167
14/03/2016,1.1757,1.1986,1.1757,1.1965,-0.0215,,631,3493,,,300
11/03/2016,1.2289,1.2364,1.2207,1.218,0.0019,,541,3454,,,150
10/03/2016,1.2207,1.2282,1.2102,1.2161,-0.0166,,856,3493,,,250
09/03/2016,1.2277,1.2398,1.223,1.2327,0.0327,,1276,3619,,,200
08/03/2016,1.2213,1.2216,1.1962,1.2,-0.0225,,1492,3663,,,199
07/03/2016,1.1781,1.2223,1.1745,1.2225,0.0612,,1519,3527,,,344
04/03/2016,1.1327,1.1649,1.1297,1.1613,0.0411,,1309,3600,,,200
03/03/2016,1.1046,1.1237,1.1044,1.1202,0.0137,,1749,3879,,,
02/03/2016,1.1019,1.1225,1.1015,1.1065,0.007,,2112,3766,,,400
01/03/2016,1.1125,1.1125,1.095,1.0995,0.0058,,1363,4243,,,
29/02/2016,1.1027,1.1059,1.0894,1.0937,0.0269,,1254,4210,,,
26/02/2016,1.096,1.1041,1.0895,1.0512,-0.0188,,24,1407,,,
25/02/2016,1.0494,1.074,1.0391,1.07,0.0106,,800,1707,,,296
24/02/2016,1.0068,1.0593,1.006,1.0594,0.0373,,1668,1648,,,597
23/02/2016,1.0464,1.0464,1.0227,1.0221,-0.033,,1688,1764,,,50
22/02/2016,1.0706,1.0727,1.0509,1.0551,0.0296,,921,2442,,,335
19/02/2016,1.0488,1.0488,1.0224,1.0255,-0.0537,,855,2357,,,343
18/02/2016,1.1,1.1095,1.074,1.0792,-0.0087,,1414,2322,,,297
17/02/2016,1.0337,1.0943,1.0201,1.0879,0.0609,,1859,2404,,,231
16/02/2016,1.0987,1.0987,1.0267,1.027,-0.0418,,1802,3001,,,600
15/02/2016,1.0563,1.0689,1.0563,1.0688,-0.0005,,124,2994,,,100
12/02/2016,1.0442,1.0705,1.0439,1.0693,0.0902,,1816,3013,,,350
11/02/2016,0.9769,1.0091,0.9769,0.9791,0.0042,,1573,2868,,,300
10/02/2016,0.9839,0.9978,0.9703,0.9749,0,,1798,2852,,,450
09/02/2016,1.0261,1.0376,0.975,0.9749,-0.0715,,1443,2766,,,300
08/02/2016,1.0538,1.0724,1.045,1.0464,-0.0126,,1570,2795,,,205
05/02/2016,1.0786,1.08,1.0669,1.059,-0.0215,,1293,2819,,,500
04/02/2016,1.0753,1.1105,1.0719,1.0805,0.0019,,2113,2965,,,494
03/02/2016,1.0456,1.0866,1.0225,1.0786,0.0677,,2586,2740,,,690
02/02/2016,1.024,1.024,0.9864,1.0109,-0.0256,,2474,2947,,,350
01/02/2016,1.0831,1.0831,1.035,1.0365,-0.0422,,2365,3022,,,300
29/01/2016,1.0591,1.0835,1.0487,1.0787,0.034,,1785,3015,,,700
28/01/2016,1.0286,1.0675,1.0286,1.0309,0.0057,,128,2879,,,
27/01/2016,0.9692,1.0295,0.9648,1.0252,0.0575,,901,3042,,,
26/01/2016,0.9352,0.9888,0.9352,0.9677,0.0324,,1907,3839,,,350
25/01/2016,0.9713,0.9719,0.9346,0.9353,-0.0604,,1845,3555,,,
22/01/2016,0.9386,0.9958,0.9386,0.9957,0.0982,,2271,3570,,,
21/01/2016,0.8575,0.9174,0.8552,0.8975,0.0318,,1551,4229,,,600
20/01/2016,0.8944,0.8944,0.8555,0.8657,-0.043,,3066,4272,,,50
19/01/2016,0.9287,0.9288,0.9071,0.9087,-0.0161,,1928,4286,,,40
18/01/2016,0.9324,0.9324,0.9291,0.9248,-0.0095,,30,4287,,,
15/01/2016,0.9534,0.9663,0.9342,0.9343,-0.0465,,2027,4450,,,
14/01/2016,0.9595,0.9879,0.9569,0.9808,0.0114,,2054,4360,,,
13/01/2016,0.9984,0.9984,0.9633,0.9694,-0.0207,,1935,4381,,,
12/01/2016,0.9965,1.0356,0.9855,0.9901,-0.0248,,2185,4428,,,
11/01/2016,1.048,1.048,1.0068,1.0149,-0.0372,,1941,4375,,,
08/01/2016,1.0741,1.0741,1.037,1.0521,-0.0135,,1659,4470,,,
07/01/2016,1.054,1.0909,1.054,1.0656,-0.0151,,1891,4815,,,
06/01/2016,1.0917,1.0947,1.075,1.0807,-0.0446,,3808,4819,,,100
05/01/2016,1.1377,1.1378,1.1209,1.1253,-0.0011,,3064,5106,,,
04/01/2016,1.13,1.1801,1.1189,1.1264,,,3129,5428,,,100
31/12/2015,1.1217,1.1516,1.1181,1.1239,0.0129,,1638,5047,,,
30/12/2015,1.1213,1.1215,1.099,1.0791,-0.0504,,118,1546,,,
29/12/2015,1.1363,1.1363,1.1225,1.1295,0.0391,,183,1622,,,
28/12/2015,1.084,1.1011,1.0838,1.0904,,,159,1713,,,
24/12/2015,1.1323,1.1323,1.1002,1.1009,-0.0183,,119,2385,,,652
23/12/2015,1.1178,1.1345,1.1137,1.1192,0.0316,,390,2612,,,
22/12/2015,1.0998,1.1123,1.0892,1.0876,-0.0128,,1185,3217,,,490
21/12/2015,1.103,1.1079,1.0852,1.1004,-0.0067,,809,3399,,,125
18/12/2015,1.0976,1.136,1.0976,1.1071,0.0018,,2256,3433,,,
17/12/2015,1.1307,1.1307,1.1029,1.1053,-0.0069,,1622,3658,,,50
16/12/2015,1.1457,1.1489,1.1077,1.1122,-0.0345,,1765,3596,,,
15/12/2015,1.1472,1.1912,1.1408,1.1467,0.019,,1257,3548,,,50
14/12/2015,1.1288,1.1388,1.1196,1.1277,-0.0179,,1955,4429,,,75
11/12/2015,1.1994,1.2004,1.1442,1.1456,-0.0795,,2195,4466,,,
10/12/2015,1.2281,1.2377,1.2203,1.2251,-0.0138,,1831,4094,,,200
09/12/2015,1.2545,1.2623,1.2315,1.2389,-0.0203,,1191,4044,,,
08/12/2015,1.2534,1.2687,1.2534,1.2592,-0.0204,,1215,4166,,,81
07/12/2015,1.3064,1.3164,1.2802,1.2796,-0.0628,,1368,4299,,,
04/12/2015,1.3801,1.3801,1.3369,1.3424,-0.0162,,924,4462,,,
03/12/2015,1.33,1.3869,1.3177,1.3586,0.0537,,4888,5147,,,200
02/12/2015,1.3567,1.3588,1.3073,1.3049,-0.0641,,3204,4672,,,
01/12/2015,1.375,1.3782,1.3619,1.369,0.0148,,4316,5260,,,200
30/11/2015,1.4042,1.4101,1.351,1.3542,-0.0239,,3326,5620,,,
27/11/2015,1.3524,1.3524,1.3524,1.3524,-0.0246,,109,1363,,,
26/11/2015,1.377,1.377,1.377,1.377,-0.0257,,60,1473,,,
25/11/2015,1.3795,1.4067,1.3793,1.4027,0.003,,1179,2650,,,276
24/11/2015,1.3919,1.4098,1.3878,1.3997,0.0254,,2233,3112,,,501
23/11/2015,1.3741,1.3996,1.3716,1.3743,0.003,,3038,4677,,,500
20/11/2015,1.3663,1.3954,1.3663,1.3713,-0.0005,,2000,4645,,,403
19/11/2015,1.3789,1.3797,1.3732,1.3718,-0.0086,,2640,4795,,,
18/11/2015,1.3865,1.391,1.3663,1.3804,0.0123,,1614,4767,,,
17/11/2015,1.3885,1.3885,1.3684,1.3681,-0.017,,1733,4926,,,
16/11/2015,1.3778,1.3975,1.3778,1.3851,0.0038,,1015,4977,,,
13/11/2015,1.4072,1.4072,1.383,1.3813,-0.0253,,1161,5107,,,
12/11/2015,1.4256,1.4368,1.4065,1.4066,-0.0411,,2427,4979,,,35
11/11/2015,1.4828,1.483,1.4492,1.4477,-0.0388,,1057,4900,,,
10/11/2015,1.4751,1.4929,1.4739,1.4865,0.0091,,910,4961,,,
09/11/2015,1.5023,1.5074,1.477,1.4774,-0.0122,,1093,5174,,,250
06/11/2015,1.5003,1.5016,1.4838,1.4896,0.0024,,1370,5157,,,
05/11/2015,1.5035,1.5041,1.4873,1.4872,-0.0163,,1678,5568,,,25
04/11/2015,1.5796,1.5808,1.5079,1.5035,-0.0625,,2571,5585,,,100
03/11/2015,1.5275,1.5753,1.5275,1.566,0.0591,,3416,5465,,,
02/11/2015,1.5104,1.5104,1.5076,1.5069,-0.0098,,1066,5318,,,65
30/10/2015,1.5088,1.5294,1.5003,1.5167,0.0183,,1914,5419,,,
29/10/2015,1.4689,1.4916,1.4689,1.4748,-0.0091,,18,1369,,,
28/10/2015,1.4388,1.4925,1.4372,1.4839,0.0595,,349,1253,,,350
27/10/2015,1.4187,1.4228,1.4145,1.4244,-0.0015,,791,1463,,,52
26/10/2015,1.44,1.44,1.4276,1.4259,-0.0285,,992,1944,,,75
23/10/2015,1.4767,1.4802,1.454,1.4544,-0.0106,,1889,2353,,,100
22/10/2015,1.4628,1.4751,1.458,1.465,0.015,,1023,3437,,,30
21/10/2015,1.4484,1.4527,1.4389,1.45,0.0013,,394,3562,,,100
20/10/2015,1.4405,1.4582,1.4386,1.4487,-0.0004,,476,3672,,,
19/10/2015,1.465,1.465,1.4498,1.4491,-0.0475,,1010,3720,,,
16/10/2015,1.4908,1.5017,1.4784,1.4966,0.0103,,876,3780,,,
15/10/2015,1.474,1.494,1.452,1.4863,0.003,,3268,3830,,,
14/10/2015,1.4903,1.4903,1.4693,1.4833,0.0125,,1082,3752,,,
13/10/2015,1.4977,1.4977,1.4697,1.4708,-0.0316,,2939,4183,,,200
12/10/2015,1.5904,1.5915,1.5096,1.5024,-0.0885,,2607,4842,,,50
09/10/2015,1.6277,1.6277,1.5817,1.5909,-0.0109,,827,4711,,,
08/10/2015,1.5841,1.6106,1.5834,1.6018,0.0222,,1592,4195,,,
07/10/2015,1.6182,1.6208,1.5846,1.5796,-0.0319,,1430,4077,,,
06/10/2015,1.5465,1.6094,1.5465,1.6115,0.0632,,1628,4083,,,
05/10/2015,1.552,1.5661,1.551,1.5483,0.0284,,1475,4245,,,150
02/10/2015,1.5141,1.5236,1.4935,1.5199,0.0001,,2099,5335,,,200
01/10/2015,1.5727,1.5727,1.5196,1.5198,-0.0176,,2804,4662,,,
30/09/2015,1.5408,1.5408,1.5273,1.5374,0.0123,,2261,4196,,,100
29/09/2015,1.4902,1.5115,1.4902,1.4976,0.0204,,42,2654,,,
28/09/2015,1.4927,1.5015,1.4785,1.4772,-0.0453,,210,2860,,,
25/09/2015,1.522,1.5428,1.5103,1.5225,-0.0012,,569,2935,,,
24/09/2015,1.5063,1.5264,1.5046,1.5237,0.0181,,885,2838,,,
23/09/2015,1.5484,1.5753,1.5058,1.5056,-0.0264,,1469,2935,,,325
22/09/2015,1.4821,1.5321,1.4821,1.532,0.018,,1814,2614,,,
21/09/2015,1.5117,1.5138,1.5085,1.514,0.0233,,1368,2753,,,100
18/09/2015,1.5231,1.5233,1.4845,1.4907,-0.039,,1406,2188,,,
17/09/2015,1.5405,1.5405,1.5227,1.5297,-0.0117,,1315,2230,,,
16/09/2015,1.5272,1.556,1.523,1.5414,0.0414,,1514,2384,,,
15/09/2015,1.5072,1.5076,1.4924,1.5,-0.0035,,666,2480,,,
14/09/2015,1.5364,1.5382,1.505,1.5035,-0.0465,,833,2616,,,
11/09/2015,1.5382,1.58,1.5272,1.55,-0.0247,,1141,2668,,,
10/09/2015,1.5479,1.5754,1.5421,1.5747,0.0361,,1174,2713,,,
09/09/2015,1.5763,1.5763,1.54,1.5386,-0.0552,,1221,2534,,,
08/09/2015,1.5876,1.6015,1.5574,1.5938,0.041,,1288,2589,,,
07/09/2015,1.5838,1.5838,1.5584,1.5528,-0.0432,,65,2589,,,
04/09/2015,1.616,1.6209,1.5957,1.596,-0.0228,,1035,2782,,,
03/09/2015,1.6089,1.654,1.6077,1.6188,0.0096,,2204,2856,,,250
02/09/2015,1.5985,1.6165,1.5427,1.6092,0.0313,,3394,2802,,,
01/09/2015,1.65,1.65,1.5733,1.5779,-0.1233,,2025,3155,,,
31/08/2015,1.5555,1.7018,1.5458,1.7012,0.1101,,1254,3225,,,51
28/08/2015,1.4936,1.5902,1.4936,1.5764,0.0804,,103,1511,,,102
27/08/2015,1.4289,1.4957,1.4232,1.496,0.1151,,319,1707,,,241
26/08/2015,1.3957,1.3989,1.3807,1.3809,-0.0143,,614,1770,,,
25/08/2015,1.4245,1.4317,1.3904,1.3952,0.0023,,1169,1963,,,
24/08/2015,1.4213,1.4284,1.3851,1.3929,-0.0695,,882,2031,,,
21/08/2015,1.4711,1.4711,1.4551,1.4624,-0.0332,,915,2011,,,50
20/08/2015,1.5032,1.5128,1.4868,1.4956,-0.0224,,811,2179,,,93
19/08/2015,1.5567,1.5567,1.5041,1.518,-0.0406,,1365,2280,,,
18/08/2015,1.552,1.5551,1.5423,1.5586,0.0038,,680,2320,,,
17/08/2015,1.5609,1.5729,1.553,1.5548,-0.0031,,747,2456,,,
14/08/2015,1.5639,1.5639,1.5458,1.5579,-0.0108,,457,2550,,,
13/08/2015,1.5719,1.5723,1.5605,1.5687,-0.0182,,617,2654,,,
12/08/2015,1.5802,1.596,1.5735,1.5869,0.024,,1387,2797,,,
11/08/2015,1.5634,1.566,1.5487,1.5629,-0.0292,,916,2895,,,
10/08/2015,1.5675,1.5949,1.5669,1.5921,0.0485,,1149,2966,,,
07/08/2015,1.5473,1.5473,1.5473,1.5436,-0.0063,,2602,3019,,,
06/08/2015,1.5407,1.5533,1.5343,1.5499,0.0114,,1458,2769,,,
05/08/2015,1.5589,1.5654,1.526,1.5385,-0.009,,1159,2973,,,
04/08/2015,1.5489,1.5575,1.5489,1.5475,0.017,,702,2998,,,50
03/08/2015,1.5573,1.5683,1.5339,1.5305,-0.0584,,1610,2958,,,
31/07/2015,1.6022,1.6158,1.5823,1.5889,-0.019,,1274,3201,,,
30/07/2015,1.5982,1.5982,1.5982,1.5982,-0.0001,,53,1324,,,85
29/07/2015,1.5883,1.6159,1.5871,1.5983,-0.0061,,836,1167,,,
28/07/2015,1.5907,1.6199,1.5907,1.6044,0.0088,,739,1215,,,
27/07/2015,1.6042,1.6042,1.5867,1.5956,-0.0346,,730,1361,,,
24/07/2015,1.6341,1.6442,1.6294,1.6302,-0.0244,,843,1555,,,93
23/07/2015,1.6743,1.6743,1.654,1.6546,-0.0171,,1264,1928,,,
22/07/2015,1.671,1.6855,1.6675,1.6717,-0.0067,,1360,2251,,,
21/07/2015,1.6627,1.6823,1.6627,1.6784,0.02,,1133,2285,,,
20/07/2015,1.6511,1.669,1.6446,1.6584,-0.0057,,864,2559,,,75
17/07/2015,1.6682,1.6797,1.6568,1.6641,-0.0021,,1478,2580,,,
16/07/2015,1.686,1.686,1.6651,1.6662,-0.0031,,914,2638,,,150
15/07/2015,1.7038,1.7049,1.6675,1.6693,-0.056,,1724,2395,,,
14/07/2015,1.717,1.7296,1.703,1.7253,0.0066,,1696,2886,,,
13/07/2015,1.7067,1.7419,1.7051,1.7187,-0.0212,,1874,3664,,,
10/07/2015,1.7422,1.7449,1.7282,1.7399,0.0039,,1001,3377,,,
09/07/2015,1.7411,1.7551,1.7347,1.736,0.0208,,1690,3344,,,
08/07/2015,1.713,1.7281,1.6921,1.7152,0.0039,,1779,3497,,,
07/07/2015,1.678,1.7308,1.678,1.7113,0.0024,,2762,4031,,,200
06/07/2015,1.7725,1.776,1.7101,1.7089,-0.0931,,2195,4622,,,
03/07/2015,1.8278,1.8278,1.8098,1.802,-0.0379,,86,4569,,,
02/07/2015,1.8642,1.8642,1.85,1.8399,0.0006,,1077,4620,,,
01/07/2015,1.8708,1.8708,1.8321,1.8393,-0.0506,,1885,4285,,,150
30/06/2015,1.8587,1.8938,1.8558,1.8899,0.0463,,1712,4159,,,37
29/06/2015,1.8251,1.8525,1.8251,1.8366,-0.0262,,249,2063,,,100
26/06/2015,1.8706,1.8706,1.8623,1.8628,0.0005,,603,2063,,,75
25/06/2015,1.8726,1.8726,1.8545,1.8623,-0.0138,,541,2263,,,680
24/06/2015,1.9202,1.9291,1.8731,1.8761,-0.0351,,721,2321,,,100
23/06/2015,1.877,1.9226,1.8668,1.9112,0.0418,,1326,2397,,,
22/06/2015,1.8475,1.87,1.8475,1.8694,0.0025,,619,2399,,,
19/06/2015,1.8814,1.8814,1.8593,1.8669,-0.0483,,1036,2822,,,
18/06/2015,1.9271,1.9271,1.9027,1.9152,0.0054,,498,2907,,,79
17/06/2015,1.8866,1.944,1.8726,1.9098,0.0249,,1426,2384,,,
16/06/2015,1.8705,1.8866,1.8694,1.8849,0.0146,,972,2615,,,
15/06/2015,1.8694,1.8836,1.8694,1.8703,-0.0189,,1651,2843,,,45
12/06/2015,1.9,1.9176,1.8876,1.8892,-0.0318,,874,2646,,,
11/06/2015,1.9231,1.9249,1.9166,1.921,-0.0249,,693,2560,,,
10/06/2015,1.94,1.9524,1.9291,1.9459,0.028,,1335,2753,,,
09/06/2015,1.8961,1.9271,1.892,1.9179,0.0631,,1162,2880,,,
08/06/2015,1.8582,1.862,1.8522,1.8548,-0.0148,,1538,3354,,,
05/06/2015,1.86,1.8666,1.8404,1.8696,0.0257,,1154,3211,,,
04/06/2015,1.8873,1.8873,1.8424,1.8439,-0.0479,,1350,2965,,,
03/06/2015,1.9129,1.9329,1.8848,1.8918,-0.0537,,2333,2608,,,
02/06/2015,1.9247,1.9489,1.9247,1.9455,0.0191,,1382,2333,,,
01/06/2015,1.9521,1.9521,1.9223,1.9264,-0.0233,,1239,2326,,,
29/05/2015,1.8932,1.9634,1.8806,1.9497,0.0765,,2567,2009,,,
28/05/2015,1.8632,1.8677,1.8445,1.8704,0.0138,,85,3001,,,
27/05/2015,1.8998,1.8998,1.8554,1.8566,-0.0436,,850,3621,,,
26/05/2015,1.9385,1.9393,1.8974,1.9002,-0.0612,,1051,4626,,,289
25/05/2015,1.968,1.9751,1.968,1.9614,0.0089,,6,4626,,,
22/05/2015,1.9693,1.9693,1.9479,1.9525,-0.0334,,588,4740,,,150
21/05/2015,1.9661,1.9921,1.9661,1.9859,0.0399,,397,4865,,,
20/05/2015,1.9484,1.9484,1.9345,1.946,0.0168,,1102,4981,,,
19/05/2015,1.9651,1.9651,1.9286,1.9292,-0.0576,,2407,5550,,,
18/05/2015,1.9945,1.9945,1.9824,1.9868,-0.018,,1269,5420,,,
15/05/2015,1.9969,2.0118,1.9687,2.0048,-0.0008,,1502,5192,,,
14/05/2015,2.005,2.0195,1.9864,2.0056,0.0005,,3183,5930,,,
13/05/2015,2.0205,2.0273,1.9978,2.0051,0.0062,,1199,5857,,,
12/05/2015,1.9818,2.007,1.9602,1.9989,0.0535,,2295,5899,,,
11/05/2015,1.9518,1.9518,1.9329,1.9454,-0.0083,,1283,5910,,,
08/05/2015,1.9721,1.9735,1.9304,1.9537,-0.008,,3301,6136,,,
07/05/2015,2.012,2.012,1.9551,1.9617,-0.0544,,3788,6971,,,
06/05/2015,2.047,2.0516,2.0092,2.0161,0.0016,,3646,5765,,,
05/05/2015,2.0128,2.0363,2.0118,2.0145,0.0358,,3099,5897,,,
04/05/2015,1.9662,1.9822,1.9662,1.9787,-0.0035,,1753,6438,,,
