Date,Open,High,Low,Settle,Change,Wave,Volume,Prev. Day Open Interest,EFP Volume,EFS Volume,Block Volume
08/10/2009,1.8415,1.8415,1.834,1.8469,0.0658,,235,1005,,,
07/10/2009,1.8297,1.8297,1.7874,1.7811,-0.0331,,104,978,,,
06/10/2009,1.8142,1.8142,1.8142,1.8142,0.0226,,69,975,,,
05/10/2009,1.7927,1.7927,1.7927,1.7916,-0.0052,,70,963,,,100
02/10/2009,1.7732,1.7925,1.7732,1.7968,-0.0306,,128,972,,,
01/10/2009,1.8249,1.83,1.7983,1.8274,-0.005,,26,964,,,
30/09/2009,1.7414,1.827,1.7263,1.8324,0.1058,,353,916,,,
29/09/2009,1.6786,1.6947,1.6786,1.7006,0.0097,,16,1061,,,
28/09/2009,1.6894,1.6996,1.6894,1.6909,0.0138,,51,1056,,,285
25/09/2009,1.6758,1.6922,1.6652,1.6771,-0.0043,,79,1044,,,
24/09/2009,1.7449,1.7449,1.6807,1.6814,-0.078,,83,1045,,,100
23/09/2009,1.8143,1.8143,1.744,1.7594,-0.0527,,76,1036,,,
22/09/2009,1.7787,1.8188,1.7744,1.8121,0.0604,,86,1038,,,
21/09/2009,1.746,1.7506,1.7457,1.7517,-0.0762,,62,1027,,,
18/09/2009,1.8315,1.8429,1.8179,1.8279,-0.013,,114,1072,,,
17/09/2009,1.8242,1.8513,1.8242,1.8409,0.0151,,143,1092,,,
16/09/2009,1.7768,1.8223,1.7768,1.8258,0.0457,,423,1218,,,
15/09/2009,1.7518,1.7874,1.7317,1.7801,0.0379,,381,1179,,,
14/09/2009,1.7301,1.7412,1.7299,1.7422,0.0114,,373,1244,,,
11/09/2009,1.7831,1.7936,1.7294,1.7308,-0.0577,,127,1222,,,
10/09/2009,1.7899,1.802,1.7725,1.7885,-0.0059,,328,1768,,,400
09/09/2009,1.8187,1.8187,1.7955,1.7944,0.0119,,258,1588,,,300
08/09/2009,1.7948,1.7948,1.7821,1.7825,0.0661,,167,1602,,,100
07/09/2009,1.7164,1.7164,1.7164,1.7164,-0.0041,,3,1599,,,
04/09/2009,1.7275,1.7281,1.7275,1.7205,-0.0145,,135,1503,,,
03/09/2009,1.7361,1.7375,1.7344,1.735,-0.0155,,398,1116,,,
02/09/2009,1.76,1.7615,1.7461,1.7505,-0.0084,,132,1138,,,100
01/09/2009,1.7904,1.7904,1.7615,1.7589,-0.0496,,437,771,,,
31/08/2009,1.8031,1.8034,1.7986,1.8085,-0.078,,15,768,,,
28/08/2009,1.8834,1.8834,1.8449,1.8603,0.0011,,11,1108,,,
27/08/2009,1.8315,1.8654,1.8165,1.8592,0.0072,,34,1164,,,50
26/08/2009,1.8379,1.8379,1.8362,1.852,-0.0039,,38,1165,,,
25/08/2009,1.8575,1.8575,1.8463,1.8559,-0.0675,,195,1234,,,
24/08/2009,1.9234,1.9234,1.9234,1.9234,0.0185,,247,1281,,,380
21/08/2009,1.9049,1.9049,1.9049,1.9049,0.0197,,60,1296,,,
20/08/2009,1.9015,1.9015,1.8916,1.8852,-0.0335,,199,1301,,,
19/08/2009,1.85,1.9158,1.85,1.9187,0.0537,,58,1280,,,
18/08/2009,1.8088,1.8135,1.8088,1.865,0.0385,,8,1101,,,381
17/08/2009,1.8026,1.8262,1.7952,1.8265,-0.0145,,71,1111,,,
14/08/2009,1.841,1.841,1.841,1.841,-0.0618,,114,1117,,,
13/08/2009,1.92,1.9225,1.9073,1.9028,0.0107,,271,1091,,,
12/08/2009,1.8921,1.8921,1.8921,1.8921,-0.0196,,243,1053,,,
11/08/2009,1.9172,1.9172,1.8886,1.9117,-0.0159,,38,1053,,,
10/08/2009,1.9291,1.9331,1.9289,1.9276,0.0154,,233,867,,,
07/08/2009,1.9381,1.944,1.9143,1.9122,-0.0245,,221,862,,,
06/08/2009,1.9578,1.9685,1.9263,1.9367,-0.0202,,436,1013,,,
05/08/2009,1.912,1.9598,1.912,1.9569,0.0555,,642,970,,,
04/08/2009,1.8795,1.9048,1.8759,1.9014,0.0301,,411,844,,,
03/08/2009,1.8748,1.8915,1.8673,1.8713,0.0388,,243,701,,,
31/07/2009,1.7426,1.8362,1.7381,1.8325,0.0426,,54,719,,,
30/07/2009,1.763,1.763,1.7617,1.7687,0.0974,,146,1890,,,441
29/07/2009,1.7464,1.7464,1.6618,1.6713,-0.0934,,166,1958,,,
28/07/2009,1.806,1.806,1.7594,1.7647,-0.0319,,124,1992,,,300
27/07/2009,1.7955,1.8,1.782,1.7966,0.0153,,212,1957,,,
24/07/2009,1.7815,1.7844,1.7815,1.7813,0.0169,,128,1926,,,
23/07/2009,1.7259,1.7259,1.7021,1.7644,0.0532,,191,1921,,,
22/07/2009,1.697,1.717,1.6883,1.7112,0.0128,,349,2098,,,
21/07/2009,1.7239,1.7304,1.6928,1.6984,0.009,,158,2222,,,
20/07/2009,1.665,1.6927,1.6619,1.6894,0.0484,,103,2224,,,
17/07/2009,1.641,1.641,1.641,1.641,0.0416,,28,2225,,,
16/07/2009,1.56,1.605,1.56,1.5994,0.0173,,76,2213,,,
15/07/2009,1.5444,1.5862,1.5404,1.5821,0.0702,,307,2147,,,100
14/07/2009,1.5149,1.5292,1.4987,1.5119,0.0081,,305,1921,,,
13/07/2009,1.5119,1.512,1.4955,1.5038,-0.0297,,301,1669,,,
10/07/2009,1.5217,1.5287,1.5054,1.5335,-0.0009,,167,1632,,,
09/07/2009,1.5336,1.5364,1.5141,1.5344,-0.0035,,416,1643,,,350
08/07/2009,1.5773,1.5773,1.5345,1.5379,-0.0628,,912,1484,,,
07/07/2009,1.6019,1.6094,1.6015,1.6007,-0.0259,,187,1367,,,
06/07/2009,1.6411,1.6626,1.6265,1.6266,-0.0465,,460,1095,,,
03/07/2009,1.6731,1.6731,1.6731,1.6731,-0.0285,,45,1080,,,
02/07/2009,1.7091,1.7119,1.6976,1.7016,-0.0641,,580,1261,,,500
01/07/2009,1.8107,1.8259,1.7521,1.7657,-0.022,,475,1145,,,
30/06/2009,1.8604,1.8604,1.7618,1.7877,-0.046,,493,1311,,,200
29/06/2009,1.744,1.7883,1.744,1.7835,0.0532,,71,646,,,
26/06/2009,1.7413,1.7431,1.7299,1.7303,-0.046,,125,629,,,100
25/06/2009,1.759,1.7924,1.759,1.7763,0.0382,,14,790,,,
24/06/2009,1.7552,1.7661,1.7452,1.7381,-0.0309,,76,1894,,,698
23/06/2009,1.7415,1.7685,1.7167,1.769,0.0415,,200,1709,,,465
22/06/2009,1.787,1.787,1.7154,1.7275,-0.0592,,370,1758,,,100
19/06/2009,1.8525,1.8575,1.795,1.7867,-0.0503,,237,1765,,,
18/06/2009,1.85,1.85,1.8413,1.837,-0.026,,591,1552,,,200
17/06/2009,1.8125,1.8234,1.8082,1.863,0.038,,309,1512,,,
16/06/2009,1.825,1.879,1.825,1.825,0.0094,,473,1347,,,
15/06/2009,1.8185,1.8426,1.7921,1.8156,-0.0219,,659,1325,,,100
12/06/2009,1.835,1.8395,1.829,1.8375,-0.0159,,294,1447,,,
11/06/2009,1.85,1.8664,1.845,1.8534,0.0208,,210,1534,,,
10/06/2009,1.8164,1.8469,1.816,1.8326,0.025,,448,1643,,,
09/06/2009,1.7816,1.808,1.7816,1.8076,0.0397,,182,1618,,,
08/06/2009,1.7688,1.7882,1.7586,1.7679,-0.0022,,448,1570,,,
05/06/2009,1.808,1.808,1.7655,1.7701,-0.0139,,102,1571,,,
04/06/2009,1.7741,1.788,1.7674,1.784,0.0456,,351,1722,,,
03/06/2009,1.7456,1.7599,1.7225,1.7384,-0.0595,,249,1805,,,
02/06/2009,1.7627,1.805,1.7627,1.7979,0.0214,,94,1828,,,
01/06/2009,1.716,1.771,1.716,1.7765,0.0989,,460,1553,,,
29/05/2009,1.6641,1.6785,1.6594,1.6776,0.0471,,382,1633,,,
28/05/2009,1.5816,1.5989,1.5796,1.6014,0.0397,,240,1482,,,
27/05/2009,1.5555,1.5679,1.5475,1.5617,0.0164,,86,1546,,,200
26/05/2009,1.49,1.5577,1.48,1.5453,0.0194,,126,1548,,,
25/05/2009,1.515,1.515,1.515,1.5259,-0.0121,,7,1667,,,
22/05/2009,1.5172,1.5354,1.514,1.538,0.0086,,65,1667,,,375
21/05/2009,1.4998,1.533,1.493,1.5294,-0.0117,,453,2023,,,550
20/05/2009,1.506,1.5433,1.506,1.5411,0.0545,,332,2040,,,200
19/05/2009,1.476,1.4885,1.4572,1.4866,0.0109,,210,2040,,,
18/05/2009,1.439,1.4887,1.439,1.4757,0.0569,,222,2075,,,
15/05/2009,1.467,1.4727,1.4227,1.4188,-0.0759,,514,2054,,,
14/05/2009,1.5,1.501,1.5,1.4947,0.0047,,273,1928,,,
13/05/2009,1.5083,1.5083,1.485,1.49,-0.017,,437,2031,,,100
12/05/2009,1.52,1.531,1.4911,1.507,0.0061,,255,2140,,,250
11/05/2009,1.4972,1.513,1.4925,1.5009,-0.0175,,479,2355,,,256
08/05/2009,1.512,1.512,1.512,1.5184,0.0332,,423,2168,,,
07/05/2009,1.505,1.5076,1.47,1.4852,0.0139,,303,2023,,,
06/05/2009,1.4699,1.4699,1.4699,1.4713,0.0451,,94,1932,,,
05/05/2009,1.43,1.4325,1.4218,1.4262,-0.0083,,385,1859,,,
04/05/2009,1.403,1.4294,1.403,1.4345,0.0461,,48,1839,,,
01/05/2009,1.3221,1.38,1.3221,1.3884,0.0516,,233,1855,,,
30/04/2009,1.354,1.354,1.327,1.3368,-0.0107,,518,1566,,,100
29/04/2009,1.339,1.3525,1.33,1.3291,0.0124,,266,893,,,
28/04/2009,1.302,1.3208,1.2965,1.3167,-0.0062,,146,991,,,50
27/04/2009,1.303,1.3413,1.2935,1.3229,-0.0454,,224,1116,,,100
24/04/2009,1.311,1.3698,1.311,1.3683,0.0504,,174,1125,,,
23/04/2009,1.32,1.3235,1.31,1.3179,-0.012,,161,1447,,,100
22/04/2009,1.3445,1.3445,1.32,1.3299,-0.0179,,327,1477,,,
21/04/2009,1.315,1.315,1.312,1.3478,0.0162,,400,1287,,,200
20/04/2009,1.3403,1.3403,1.3311,1.3316,-0.0909,,124,1331,,,
17/04/2009,1.4132,1.4423,1.4132,1.4225,0.0007,,119,1349,,,
16/04/2009,1.4205,1.427,1.4072,1.4218,0.0208,,86,1576,,,
15/04/2009,1.4177,1.4177,1.4055,1.401,-0.0013,,79,1558,,,
14/04/2009,1.4095,1.4261,1.4052,1.4023,0.0043,,140,1522,,,
13/04/2009,1.4012,1.4385,1.3467,1.398,,,373,1481,,,
09/04/2009,1.426,1.426,1.411,1.4288,0.0306,,99,1481,,,
08/04/2009,1.3729,1.445,1.3729,1.3982,0.0079,,485,1489,,,100
07/04/2009,1.4191,1.4191,1.3916,1.3903,-0.0288,,110,1445,,,
06/04/2009,1.464,1.464,1.3867,1.4191,-0.0269,,448,1434,,,100
03/04/2009,1.4189,1.4445,1.418,1.446,0.0069,,151,1650,,,
02/04/2009,1.4135,1.442,1.4126,1.4391,0.0933,,46,1635,,,100
01/04/2009,1.3217,1.3319,1.305,1.3458,-0.0221,,608,1067,,,
31/03/2009,1.3679,1.3679,1.3679,1.3679,0.0183,,331,881,,,
30/03/2009,1.3426,1.3426,1.3426,1.3426,-0.0902,,,1288,,,
27/03/2009,1.4708,1.4728,1.42,1.4328,-0.0485,,43,965,,,500
26/03/2009,1.4813,1.4813,1.4813,1.4813,0.0166,,,965,,,
25/03/2009,1.4655,1.4655,1.451,1.4647,-0.0349,,18,1147,,,130
24/03/2009,1.4668,1.487,1.4658,1.4996,0.0289,,83,1147,,,
23/03/2009,1.3933,1.4711,1.3933,1.4707,0.0873,,59,1172,,,
20/03/2009,1.363,1.363,1.363,1.3834,0.0271,,88,1242,,,
19/03/2009,1.3,1.345,1.3,1.3563,0.0923,,224,1189,,,
18/03/2009,1.2605,1.2605,1.2605,1.264,-0.0107,,40,1185,,,
17/03/2009,1.2361,1.279,1.2361,1.2747,0.0617,,143,1300,,,
16/03/2009,1.1571,1.2033,1.1445,1.213,0.0158,,32,1288,,,
13/03/2009,1.2135,1.2495,1.212,1.1972,-0.0292,,87,1354,,,112
12/03/2009,1.1384,1.2269,1.1384,1.2264,0.0933,,165,1304,,,
11/03/2009,1.1788,1.1788,1.1391,1.1331,-0.0656,,187,1343,,,
10/03/2009,1.2545,1.2545,1.2303,1.1987,-0.0167,,148,1228,,,
09/03/2009,1.2154,1.2154,1.2154,1.2154,-0.014,,69,1281,,,
06/03/2009,1.188,1.2312,1.188,1.2294,0.0696,,357,1189,,,
05/03/2009,1.1598,1.1598,1.1598,1.1598,-0.0547,,90,1212,,,
04/03/2009,1.179,1.2124,1.179,1.2145,0.0349,,76,1266,,,
03/03/2009,1.1796,1.1796,1.1796,1.1796,0.0284,,66,1239,,,
02/03/2009,1.1505,1.1505,1.1505,1.1512,-0.1163,,86,1225,,,
27/02/2009,1.281,1.281,1.2542,1.2675,-0.0265,,83,1239,,,
26/02/2009,1.268,1.2968,1.268,1.2941,0.0564,,200,512,,,
25/02/2009,1.2115,1.24,1.1886,1.2377,0.0295,,134,490,,,
24/02/2009,1.2115,1.2115,1.1901,1.2082,0.0328,,92,504,,,
23/02/2009,1.2034,1.2056,1.1666,1.1754,-0.0213,,13,494,,,
20/02/2009,1.1727,1.193,1.1727,1.1967,-0.0078,,10,653,,,
19/02/2009,1.1533,1.1934,1.1482,1.2045,0.0576,,44,697,,,208
18/02/2009,1.1613,1.1613,1.1418,1.1469,-0.0395,,54,1387,,,735
17/02/2009,1.2193,1.2193,1.1931,1.1864,-0.0769,,90,1430,,,150
16/02/2009,1.2633,1.2633,1.2633,1.2633,-0.0367,,,1430,,,
13/02/2009,1.317,1.3256,1.2956,1.3,-0.0218,,90,1515,,,
12/02/2009,1.3158,1.3341,1.3158,1.3218,0.0054,,422,1807,,,
11/02/2009,1.3175,1.33,1.3027,1.3164,0.015,,52,1924,,,
10/02/2009,1.3979,1.3979,1.3072,1.3014,-0.0509,,120,1813,,,100
09/02/2009,1.3658,1.41,1.3658,1.3523,-0.0075,,17,1801,,,
06/02/2009,1.3319,1.3786,1.31,1.3598,-0.0074,,122,1786,,,
05/02/2009,1.3328,1.3655,1.3308,1.3672,0.0402,,160,1736,,,
04/02/2009,1.3382,1.358,1.3213,1.327,0.0016,,194,1561,,,
03/02/2009,1.3552,1.3552,1.3205,1.3254,-0.017,,277,1654,,,250
02/02/2009,1.4049,1.4049,1.3467,1.3424,-0.0916,,493,1674,,,200
30/01/2009,1.4582,1.4582,1.439,1.434,0.0162,,211,1531,,,
29/01/2009,1.4183,1.435,1.4183,1.4283,0.0068,,,846,,,
28/01/2009,1.393,1.4526,1.3887,1.4215,0.047,,162,911,,,
27/01/2009,1.3799,1.3902,1.3749,1.3745,-0.0525,,215,899,,,
26/01/2009,1.435,1.4816,1.435,1.427,-0.0235,,77,953,,,100
23/01/2009,1.3325,1.4285,1.3325,1.4505,0.1019,,44,938,,,
22/01/2009,1.386,1.386,1.3663,1.3486,-0.0374,,112,870,,,
21/01/2009,1.3625,1.3625,1.3625,1.386,0.0102,,235,875,,,298
20/01/2009,1.4135,1.449,1.4065,1.3758,-0.039,,145,801,,,
19/01/2009,1.4148,1.4148,1.4148,1.4148,-0.0586,,,825,,,
16/01/2009,1.458,1.458,1.45,1.4734,-0.0137,,213,780,,,
15/01/2009,1.4415,1.4427,1.4374,1.4871,0.024,,189,674,,,50
14/01/2009,1.446,1.446,1.437,1.4631,-0.051,,598,522,,,
13/01/2009,1.4751,1.53,1.4575,1.5141,0.0417,,70,640,,,120
12/01/2009,1.47,1.47,1.47,1.4724,-0.0153,,385,570,,,
09/01/2009,1.4572,1.479,1.442,1.4877,-0.0319,,312,548,,,50
08/01/2009,1.58,1.592,1.527,1.5196,-0.0235,,208,509,,,
07/01/2009,1.6267,1.6354,1.6235,1.5431,-0.0832,,375,746,,,
06/01/2009,1.632,1.645,1.623,1.6263,0.05,,381,709,,,50
05/01/2009,1.5321,1.5321,1.5321,1.5763,0.096,,195,733,,,
02/01/2009,1.377,1.3865,1.377,1.4803,,,222,957,,,
31/12/2008,1.3115,1.4355,1.3115,1.4421,0.136,,66,969,,,
30/12/2008,1.2648,1.2648,1.2646,1.288,0.0027,,45,1132,,,
29/12/2008,1.2853,1.2853,1.2853,1.2853,0.0403,,21,1132,,,
26/12/2008,1.245,1.245,1.245,1.245,,,24,0,,,
24/12/2008,1.28,1.28,1.259,1.1983,-0.1287,,24,1155,,,
23/12/2008,1.3698,1.3339,1.3339,1.327,-0.0145,,41,1191,,,
22/12/2008,1.39,1.393,1.3778,1.3415,-0.0505,,51,1300,,,100
19/12/2008,1.395,1.395,1.3924,1.392,0.0191,,47,1312,,,
18/12/2008,1.4375,1.4567,1.372,1.3729,-0.0696,,272,1234,,,
17/12/2008,1.499,1.5015,1.4435,1.4425,-0.0178,,228,1158,,,50
16/12/2008,1.4603,1.4603,1.4603,1.4603,0.0002,,109,1357,,,
15/12/2008,1.5195,1.5292,1.519,1.4601,-0.0333,,62,1406,,,
12/12/2008,1.449,1.5187,1.4395,1.4934,-0.0132,,68,1755,,,
11/12/2008,1.4793,1.5384,1.4775,1.5066,0.1039,,618,1567,,,
10/12/2008,1.4442,1.4845,1.406,1.4027,-0.0342,,552,1289,,,150
09/12/2008,1.4819,1.4819,1.4394,1.4369,-0.0535,,149,1196,,,
08/12/2008,1.5053,1.5053,1.4735,1.4904,0.0639,,232,1230,,,150
05/12/2008,1.4448,1.4448,1.4448,1.4265,-0.0826,,175,1272,,,100
04/12/2008,1.5853,1.5975,1.5853,1.5091,-0.0749,,366,1351,,,115
03/12/2008,1.5879,1.5879,1.5818,1.584,0.0008,,165,1351,,,
02/12/2008,1.5832,1.5832,1.5832,1.5832,-0.0319,,306,1336,,,
01/12/2008,1.655,1.655,1.6185,1.6151,-0.112,,391,1156,,,
28/11/2008,1.6915,1.6915,1.6914,1.7271,-0.0198,,77,1218,,,100
27/11/2008,1.7469,1.7469,1.7469,1.7469,-0.0147,,,1218,,,
26/11/2008,1.721,1.756,1.721,1.7367,0.0379,,91,1753,,,
25/11/2008,1.6988,1.6988,1.6988,1.6988,-0.0856,,22,1774,,,
24/11/2008,1.7421,1.8083,1.7421,1.7844,0.0848,,209,1942,,,100
21/11/2008,1.6996,1.6996,1.6996,1.6996,0.0237,,,1942,,,
20/11/2008,1.7195,1.7195,1.6768,1.6759,-0.0838,,131,1967,,,
19/11/2008,1.7597,1.7597,1.7597,1.7597,0.0018,,39,1968,,,
18/11/2008,1.776,1.7766,1.776,1.7579,-0.0331,,201,1950,,,100
17/11/2008,1.8134,1.8134,1.8035,1.791,-0.0408,,2,1951,,,
14/11/2008,1.8455,1.8466,1.8455,1.8318,-0.0432,,53,1969,,,
13/11/2008,1.8135,1.8135,1.8135,1.875,0.0396,,238,1925,,,380
12/11/2008,1.8998,1.902,1.8939,1.8354,-0.0936,,253,2085,,,
11/11/2008,1.9114,1.9114,1.9112,1.929,-0.0766,,81,2029,,,
10/11/2008,2.0195,2.0894,1.9945,2.0056,0.0272,,86,2028,,,
07/11/2008,1.9779,1.9779,1.9779,1.9784,0.036,,171,2091,,,
06/11/2008,2.014,2.014,1.9376,1.9424,-0.1123,,296,1938,,,
05/11/2008,2.1096,2.1219,2.0553,2.0547,-0.1069,,295,2067,,,150
04/11/2008,1.9815,2.1864,1.9815,2.1616,0.1788,,411,2059,,,
03/11/2008,2.0283,2.0283,1.9974,1.9828,-0.1014,,495,2124,,,100
31/10/2008,2.0707,2.0707,2.0707,2.0842,0.0846,,217,2115,,,
30/10/2008,1.9516,1.9534,1.9404,1.9841,-0.0169,,72,856,,,
29/10/2008,2.0119,2.0426,1.973,2.001,0.089,,97,989,,,70
28/10/2008,1.9243,1.9338,1.8937,1.912,-0.0024,,117,1247,,,272
27/10/2008,1.9085,1.9483,1.9064,1.9144,-0.0321,,27,1243,,,130
24/10/2008,1.9464,1.9726,1.945,1.9465,-0.0832,,26,1234,,,
23/10/2008,2.0447,2.0765,2.038,2.0297,-0.0068,,188,1107,,,113
22/10/2008,2.1068,2.1093,2.1058,2.0365,-0.1406,,100,1150,,,180
21/10/2008,2.1802,2.1802,2.1452,2.1771,-0.0328,,17,1141,,,
20/10/2008,2.1938,2.261,2.1513,2.2099,0.077,,587,642,,,100
17/10/2008,2.1066,2.1725,2.1066,2.1329,0.0456,,45,693,,,
16/10/2008,2.1777,2.1777,2.09,2.0873,-0.1032,,160,665,,,100
15/10/2008,2.278,2.278,2.1932,2.1905,-0.0692,,58,661,,,
14/10/2008,2.3845,2.3863,2.2566,2.2597,-0.0813,,102,692,,,
13/10/2008,2.3023,2.3232,2.287,2.341,0.131,,16,694,,,
10/10/2008,2.3612,2.3612,2.1869,2.21,-0.2086,,64,681,,,
09/10/2008,2.462,2.4864,2.3817,2.4186,-0.0759,,118,713,,,
08/10/2008,2.42,2.5086,2.42,2.4945,-0.0112,,179,728,,,
07/10/2008,2.533,2.538,2.533,2.5057,0.0317,,108,792,,,100
06/10/2008,2.5765,2.5765,2.5765,2.474,-0.188,,39,759,,,
03/10/2008,2.662,2.662,2.662,2.662,-0.0475,,69,717,,,
02/10/2008,2.7145,2.7145,2.7145,2.7095,-0.1374,,390,605,,,
01/10/2008,2.8758,2.8758,2.8758,2.8469,-0.0478,,27,584,,,
30/09/2008,2.8841,2.8841,2.8841,2.8947,0.1062,,11,593,,,
29/09/2008,2.7604,2.7604,2.7604,2.7604,-0.2345,,17,877,,,
26/09/2008,2.9949,2.9949,2.9949,2.9949,-0.0309,,3,874,,,
25/09/2008,2.9816,3.0358,2.9691,3.0258,0.0125,,10,866,,,
24/09/2008,3.0446,3.0665,2.9916,3.0133,0.017,,24,889,,,
23/09/2008,3.029,3.0484,2.94,2.9963,-0.0467,,23,889,,,
22/09/2008,2.9519,3.0645,2.9519,3.043,0.1452,,44,906,,,
19/09/2008,2.8679,2.891,2.805,2.8978,0.1154,,27,944,,,
18/09/2008,2.8625,2.8625,2.772,2.7824,-0.0423,,21,1142,,,100
17/09/2008,2.7651,2.8251,2.6873,2.8247,0.105,,105,1146,,,
16/09/2008,2.7093,2.7507,2.705,2.7197,-0.0715,,265,865,,,60
15/09/2008,2.7311,2.817,2.7311,2.7912,-0.1479,,116,808,,,
12/09/2008,2.9365,2.9569,2.9172,2.9391,0.0236,,175,825,,,
11/09/2008,2.939,2.939,2.8792,2.9155,0.0131,,105,794,,,
10/09/2008,2.9545,2.9576,2.8817,2.9024,-0.0223,,106,807,,,
09/09/2008,2.9765,2.9765,2.9194,2.9247,-0.0884,,165,819,,,
08/09/2008,3.0456,3.0456,2.9689,3.0131,0.0303,,340,708,,,200
05/09/2008,3.0056,3.0056,2.9515,2.9828,-0.0409,,151,884,,,150
04/09/2008,3.0713,3.0728,3.0133,3.0237,-0.0551,,513,711,,,
03/09/2008,3.0251,3.0706,3.025,3.0788,0.0052,,572,855,,,
02/09/2008,3.0166,3.0755,3.0166,3.0736,-0.0084,,165,854,,,100
01/09/2008,3.2605,3.2605,3.221,3.082,-0.1099,,42,848,,,
29/08/2008,3.2591,3.2618,3.1842,3.1919,-0.0102,,169,918,,,
28/08/2008,3.2965,3.2965,3.2509,3.1826,-0.0791,,13,606,,,
27/08/2008,3.3028,3.3028,3.2728,3.2617,0.0518,,312,1280,,,388
26/08/2008,3.1877,3.2541,3.1877,3.2099,0.0585,,455,1659,,,100
25/08/2008,3.163,3.163,3.1234,3.1514,0.0203,,150,1741,,,
22/08/2008,3.3115,3.3115,3.1522,3.1311,-0.1695,,65,1781,,,
21/08/2008,3.205,3.3479,3.205,3.3006,0.1371,,747,2285,,,100
20/08/2008,3.117,3.117,3.0981,3.1635,0.0398,,158,2365,,,
19/08/2008,3.1682,3.1964,3.1435,3.1237,0.0389,,89,2418,,,
18/08/2008,3.1327,3.133,3.1225,3.0848,-0.0343,,208,2307,,,
15/08/2008,3.0615,3.1242,3.0437,3.1191,0.02,,161,2321,,,
